counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list2_trials.thisRepN,list2_trials.thisTrialN,list2_trials.thisN,list2_trials.thisIndex,list2_trials.ran,list_id,item_type,string,font,stim_file,key_resp_2.rt,key_resp_2.duration,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,259.6257,259.8247,259.8247,260.325,,,,,,,,,,,,1.1704,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,21,0,260.3255,261.5086,m,1,[],[],[],[],[],[],[],261.5087,263.5082,263.5083,263.5084,[],[],[],[],[],[],[],,263.5084,263.5084,0.298485514,-0.255162964,0,0,0,,0,20,20,134,1,2,word,QUALIFY,cursive,qualify_c.png,1.1704,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,263.5091,263.7072,263.7072,264.2076,,,,,,,,,,,,0.859,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,22,0,264.2086,265.0751,m,1,[],[],[],[],[],[],[],265.0752,267.0755,267.0755,267.0758,[],[],[],[],[],[],[],,267.0758,267.0759,0.298485514,-0.255162964,0,0,0,,0,21,21,151,1,2,word,SPECIFIC,print,specific_p.png,0.859,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,267.0773,267.2747,267.2747,267.7756,,,,,,,,,,,,1.8647,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,23,0,267.776,269.6413,m,1,[],[],[],[],[],[],[],269.6414,271.6426,271.6426,271.6428,[],[],[],[],[],[],[],,271.6428,271.6429,0.298485514,-0.255162964,0,0,0,,0,22,22,99,1,2,word,DEBATE,print,debate_p.png,1.8647,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,271.6439,271.8425,271.8425,272.342,,,,,,,,,,,,1.9395,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,24,0,272.3424,274.2926,m,1,[],[],[],[],[],[],[],274.2927,276.2928,276.2928,276.293,[],[],[],[],[],[],[],,276.2931,276.2931,0.298485514,-0.255162964,0,0,0,,0,23,23,159,1,2,word,VETERAN,print,veteran_p.png,1.9395,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,276.2941,276.4926,276.4926,276.992,,,,,,,,,,,,1.5314,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,25,0,276.9924,278.5253,z,1,[],[],[],[],[],[],[],278.5253,280.5265,280.5265,280.5266,[],[],[],[],[],[],[],,280.5267,280.5268,0.298485514,-0.255162964,0,0,0,,0,24,24,71,1,2,TL,retome,cursive,retome_c.png,1.5314,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,280.5279,280.7265,280.7265,281.2265,,,,,,,,,,,,1.0099,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,26,1,281.2269,282.2426,m,1,[],[],[],[],[],[],[],282.2426,284.2425,284.2426,285.827,[-0.2362797376844618],[-0.338809814453125],[1],[0],[0],[1.5843000000007237],"[""button_left_probe""]",,285.8271,285.8272,-0.236279738,-0.338809814,1,0,0,,0,25,25,123,1,2,word,MODERATE,cursive,moderate_c.png,1.0099,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,285.8287,286.0261,286.0261,286.526,,,,,,,,,,,,0.8726,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,27,0,286.5264,287.4104,z,1,[],[],[],[],[],[],[],287.4104,289.4104,289.4104,289.4107,[],[],[],[],[],[],[],,289.4107,289.4108,-0.236279738,-0.338809814,0,0,0,,0,26,26,26,1,2,RL,retupar,cursive,retupar_c.png,0.8726,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,289.4124,289.6104,289.6104,290.1103,,,,,,,,,,,,1.7053,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,28,0,290.1106,291.8272,m,1,[],[],[],[],[],[],[],291.8273,293.8264,293.8264,293.8267,[],[],[],[],[],[],[],,293.8267,293.8267,-0.236279738,-0.338809814,0,0,0,,0,27,27,140,1,2,word,RELATIVE,print,relative_p.png,1.7053,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,293.828,294.0273,294.0274,294.5263,,,,,,,,,,,,1.0648,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,29,0,294.5267,295.5932,z,0,[],[],[],[],[],[],[],295.5934,297.5933,297.5934,297.5935,[],[],[],[],[],[],[],,297.5936,297.5937,-0.236279738,-0.338809814,0,0,0,,0,28,28,113,1,2,word,LITERAL,cursive,literal_c.png,1.0648,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,297.5946,297.7933,297.7934,298.2943,,,,,,,,,,,,0.9307,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,30,0,298.2947,299.2274,m,1,[],[],[],[],[],[],[],299.2274,301.2276,301.2276,301.2278,[],[],[],[],[],[],[],,301.2279,301.2279,-0.236279738,-0.338809814,0,0,0,,0,29,29,143,1,2,word,REMOVAL,print,removal_p.png,0.9307,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,301.2289,301.4276,301.4276,301.9279,,,,,,,,,,,,1.4615,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,31,0,301.9283,303.3946,z,1,[],[],[],[],[],[],[],303.3947,305.3947,305.3949,305.395,[],[],[],[],[],[],[],,305.395,305.3951,-0.236279738,-0.338809814,0,0,0,,0,30,30,4,1,2,RL,cenesony,print,cenesony_p.png,1.4615,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,305.3962,305.5948,305.5949,306.0949,,,,,,,,,,,,3.0625,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,32,0,306.0952,309.1616,z,0,[],[],[],[],[],[],[],309.1617,311.1615,311.1616,311.1617,[],[],[],[],[],[],[],,311.1617,311.1618,-0.236279738,-0.338809814,0,0,0,,0,31,31,109,1,2,word,GRATEFUL,cursive,grateful_c.png,3.0625,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,311.1623,311.3618,311.3618,311.8619,,,,,,,,,,,,0.7622,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,33,1,311.8622,312.628,z,0,[],[],[],[],[],[],[],312.628,314.6287,314.6288,315.6113,[-0.301994391547309],[-0.3026342095269097],[1],[0],[0],[0.9824000000022011],"[""button_left_probe""]",,315.6114,315.6115,-0.301994392,-0.30263421,1,0,0,,0,32,32,138,1,2,word,REFUSAL,cursive,refusal_c.png,0.7622,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,315.6122,315.8122,315.8122,316.3122,,,,,,,,,,,,1.5315,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,34,0,316.3127,317.845,z,1,[],[],[],[],[],[],[],317.845,319.8458,319.8458,319.846,[],[],[],[],[],[],[],,319.846,319.8461,-0.301994392,-0.30263421,0,0,0,,0,33,33,78,1,2,TL,stogare,print,stogare_p.png,1.5315,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,319.8472,320.0458,320.0458,320.5458,,,,,,,,,,,,1.555,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,35,1,320.5462,322.1126,z,1,[],[],[],[],[],[],[],322.1127,324.1128,324.1128,325.0449,[],[],[],[],[],[],[],z,325.0449,325.0449,-0.301994392,-0.30263421,0,0,0,,0,34,34,46,1,2,TL,codemy,cursive,codemy_c.png,1.555,,0.9264,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,325.0459,325.2456,325.2456,325.7462,,,,,,,,,,,,0.6982,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,36,0,325.7467,326.4459,m,1,[],[],[],[],[],[],[],326.446,328.4464,328.4465,328.4465,[],[],[],[],[],[],[],,328.4465,328.4467,-0.301994392,-0.30263421,0,0,0,,0,35,35,127,1,2,word,ORIGINAL,print,original_p.png,0.6982,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,328.4483,328.6464,328.6464,329.1464,,,,,,,,,,,,0.9266,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,37,0,329.1468,330.0787,z,1,[],[],[],[],[],[],[],330.0787,332.0798,332.0798,332.08,[],[],[],[],[],[],[],,332.0801,332.0801,-0.301994392,-0.30263421,0,0,0,,0,36,36,25,1,2,RL,rabigly,print,rabigly_p.png,0.9266,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,332.0811,332.2799,332.28,332.78,,,,,,,,,,,,0.729,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,38,0,332.7804,333.5121,z,1,[],[],[],[],[],[],[],333.5122,335.5135,335.5135,335.5137,[],[],[],[],[],[],[],,335.5137,335.5138,-0.301994392,-0.30263421,0,0,0,,0,37,37,17,1,2,RL,macise,cursive,macise_c.png,0.729,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,335.515,335.7135,335.7135,336.2136,,,,,,,,,,,,0.81,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,39,0,336.2141,337.03,z,1,[],[],[],[],[],[],[],337.0301,339.0297,339.0297,339.0299,[],[],[],[],[],[],[],,339.0299,339.03,-0.301994392,-0.30263421,0,0,0,,0,38,38,63,1,2,TL,orinigal,print,orinigal_p.png,0.81,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,339.0311,339.2304,339.2304,339.7304,,,,,,,,,,,,2.2758,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,40,0,339.7308,342.013,z,1,[],[],[],[],[],[],[],342.0131,344.0128,344.0128,344.0129,[],[],[],[],[],[],[],,344.013,344.013,-0.301994392,-0.30263421,0,0,0,,0,39,39,24,1,2,RL,rasibal,cursive,rasibal_c.png,2.2758,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,344.0137,344.2134,344.2134,344.7138,,,,,,,,,,,,0.9108,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,41,0,344.7141,345.6301,z,1,[],[],[],[],[],[],[],345.6302,347.631,347.631,347.6311,[],[],[],[],[],[],[],,347.6312,347.6312,-0.301994392,-0.30263421,0,0,0,,0,40,40,73,1,2,TL,redisent,print,redisent_p.png,0.9108,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,347.6322,347.8302,347.8302,348.3311,,,,,,,,,,,,0.7454,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,42,0,348.3314,349.081,m,1,[],[],[],[],[],[],[],349.0811,351.0809,351.0809,351.0811,[],[],[],[],[],[],[],,351.0811,351.0812,-0.301994392,-0.30263421,0,0,0,,0,41,41,122,1,2,word,MOBILE,print,mobile_p.png,0.7454,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,351.0821,351.2812,351.2813,351.7813,,,,,,,,,,,,1.3113,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,43,0,351.7817,353.0969,z,1,[],[],[],[],[],[],[],353.097,355.0981,355.0982,355.0983,[],[],[],[],[],[],[],,355.0984,355.0984,-0.301994392,-0.30263421,0,0,0,,0,42,42,0,1,2,RL,adnicory,print,adnicory_p.png,1.3113,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,355.0994,355.2982,355.2982,355.7983,,,,,,,,,,,,1.539,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,44,1,355.7986,357.3485,z,1,[],[],[],[],[],[],[],357.3485,359.3474,359.3474,361.1816,[],[],[],[],[],[],[],z,361.1816,361.1817,-0.301994392,-0.30263421,0,0,0,,0,43,43,67,1,2,TL,quafily,cursive,quafily_c.png,1.539,,1.8218,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,361.1828,361.3819,361.382,361.8813,,,,,,,,,,,,2.0426,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,45,0,361.8816,363.9312,m,1,[],[],[],[],[],[],[],363.9313,365.9315,365.9316,365.9318,[],[],[],[],[],[],[],,365.9318,365.9318,-0.301994392,-0.30263421,0,0,0,,0,44,44,88,1,2,word,CAMERA,print,camera_p.png,2.0426,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,365.9327,366.1317,366.1318,366.6321,,,,,,,,,,,,2.0813,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,46,0,366.6326,368.7149,z,1,[],[],[],[],[],[],[],368.7149,370.7159,370.7159,370.716,[],[],[],[],[],[],[],,370.7161,370.7162,-0.301994392,-0.30263421,0,0,0,,0,45,45,5,1,2,RL,clisimal,cursive,clisimal_c.png,2.0813,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,370.7172,370.9159,370.9159,371.415,,,,,,,,,,,,1.1862,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,47,0,371.4165,372.6147,z,0,[],[],[],[],[],[],[],372.6148,374.616,374.616,374.6162,[],[],[],[],[],[],[],,374.6162,374.6163,-0.301994392,-0.30263421,0,0,0,,0,46,46,106,1,2,word,ELABORATE,cursive,elaborate_c.png,1.1862,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,374.6172,374.8162,374.8162,375.3161,,,,,,,,,,,,1.3391,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,48,0,375.3165,376.6661,z,0,[],[],[],[],[],[],[],376.6661,378.6661,378.6662,378.6663,[],[],[],[],[],[],[],,378.6663,378.6664,-0.301994392,-0.30263421,0,0,0,,0,47,47,117,1,2,word,MARINE,cursive,marine_c.png,1.3391,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,378.6671,378.8665,378.8665,379.3662,,,,,,,,,,,,2.0296,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,49,0,379.3665,381.3986,z,0,[],[],[],[],[],[],[],381.3987,383.3996,383.3996,383.3998,[],[],[],[],[],[],[],,383.3998,383.3999,-0.301994392,-0.30263421,0,0,0,,0,48,48,103,1,2,word,DISPUTE,cursive,dispute_c.png,2.0296,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,383.4008,383.5996,383.5997,384.0995,,,,,,,,,,,,1.1617,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,50,0,384.1,385.2667,m,1,[],[],[],[],[],[],[],385.2668,387.267,387.267,387.2672,[],[],[],[],[],[],[],,387.2673,387.2673,-0.301994392,-0.30263421,0,0,0,,0,49,49,154,1,2,word,STORAGE,print,storage_p.png,1.1617,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,387.2682,387.4662,387.4663,387.967,,,,,,,,,,,,1.4283,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,51,0,387.9671,389.4003,z,1,[],[],[],[],[],[],[],389.4003,391.4006,391.4007,391.4008,[],[],[],[],[],[],[],,391.4008,391.401,-0.301994392,-0.30263421,0,0,0,,0,50,50,22,1,2,RL,posity,print,posity_p.png,1.4283,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,391.4018,391.5998,391.5998,392.0996,,,,,,,,,,,,2.0946,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,52,1,392.1,394.1996,z,0,[],[],[],[],[],[],[],394.1997,396.2009,396.2009,397.0508,[],[],[],[],[],[],[],z,397.0509,397.051,-0.301994392,-0.30263421,0,0,0,,0,51,51,94,1,2,word,CLINICAL,cursive,clinical_c.png,2.0946,,0.8395,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,397.0519,397.2507,397.2507,397.7498,,,,,,,,,,,,2.428,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,53,0,397.75,400.1841,z,1,[],[],[],[],[],[],[],400.1842,402.1835,402.1835,402.1838,[],[],[],[],[],[],[],,402.1838,402.1838,-0.301994392,-0.30263421,0,0,0,,0,52,52,2,1,2,RL,casagity,print,casagity_p.png,2.428,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,402.1846,402.3904,402.3904,402.8836,,,,,,,,,,,,1.4839,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,54,0,402.884,404.3681,,0,[-0.301994391547309],[-0.3026342095269097],[1],[0],[0],[1.4838999999985845],"[""button_left_main""]",404.3682,406.3678,406.3678,406.368,[],[],[],[],[],[],[],,406.368,406.368,-0.301994392,-0.30263421,0,0,0,,0,53,53,76,1,2,TL,senmitent,cursive,senmitent_c.png,,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,406.3689,406.5671,406.5671,407.0683,,,,,,,,,,,,2.3824,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,55,0,407.0687,409.4516,,0,[-0.34664659288194444],[-0.3343185763888889],[1],[0],[0],[2.3823999999984835],"[""button_left_main""]",409.4516,411.452,411.452,411.4522,[],[],[],[],[],[],[],,411.4522,411.4523,-0.346646593,-0.334318576,0,0,0,,0,54,54,79,1,2,TL,vadility,print,vadility_p.png,,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,411.4532,411.6515,411.6515,412.1514,,,,,,,,,,,,0.983,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,56,0,412.1517,413.1351,,0,[-0.33717278374565973],[-0.33722161187065974],[1],[0],[0],[0.9829999999999472],"[""button_left_main""]",413.1352,415.1355,415.1355,415.1357,[],[],[],[],[],[],[],,415.1358,415.1358,-0.337172784,-0.337221612,0,0,0,,0,55,55,9,1,2,RL,denficy,print,denficy_p.png,,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,415.1368,415.3355,415.3356,415.8356,,,,,,,,,,,,0.7465,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,57,0,415.8359,416.5845,z,1,[],[],[],[],[],[],[],416.5845,418.5858,418.5858,418.586,[],[],[],[],[],[],[],,418.586,418.586,-0.337172784,-0.337221612,0,0,0,,0,56,56,65,1,2,TL,polupar,cursive,polupar_c.png,0.7465,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,418.587,418.7846,418.7846,419.2859,,,,,,,,,,,,0.9209,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,58,0,419.2862,420.2184,z,1,[],[],[],[],[],[],[],420.2186,422.2189,422.2189,422.219,[],[],[],[],[],[],[],,422.2191,422.2191,-0.337172784,-0.337221612,0,0,0,,0,57,57,58,1,2,TL,mitilary,cursive,mitilary_c.png,0.9209,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,422.22,422.4185,422.4185,422.9191,,,,,,,,,,,,0.9144,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,59,1,422.9194,423.8356,z,1,[],[],[],[],[],[],[],423.8357,425.8361,425.8361,428.2687,[],[],[],[],[],[],[],m,428.2687,428.2688,0.232347276,-0.370740967,0,0,0,,0,58,58,43,1,2,TL,carema,print,carema_p.png,0.9144,,2.4265,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,428.2696,428.4698,428.4698,428.9696,,,,,,,,,,,,1.1656,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,60,0,428.9699,430.1365,z,1,[],[],[],[],[],[],[],430.1366,432.1362,432.1362,432.1363,[],[],[],[],[],[],[],,432.1363,432.1364,0.232347276,-0.370740967,0,0,0,,0,59,59,44,1,2,TL,catipal,cursive,catipal_c.png,1.1656,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,432.1371,432.3367,432.3368,432.8368,,,,,,,,,,,,1.0861,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,61,0,432.8371,433.9366,m,1,[],[],[],[],[],[],[],433.9366,435.937,435.937,435.9371,[],[],[],[],[],[],[],,435.9372,435.9373,0.232347276,-0.370740967,0,0,0,,0,60,60,137,1,2,word,RAPIDLY,print,rapidly_p.png,1.0861,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,435.9381,436.1358,436.1359,436.636,,,,,,,,,,,,1.0118,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,62,1,436.6363,437.6533,m,1,[],[],[],[],[],[],[],437.6534,439.6535,439.6536,441.0866,[],[],[],[],[],[],[],z,441.0866,441.0867,-0.145294732,-0.357731188,0,0,0,,0,61,61,95,1,2,word,COMEDY,cursive,comedy_c.png,1.0118,,1.4303,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,441.0873,441.2871,441.2871,441.7873,,,,,,,,,,,,2.4806,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,63,0,441.7877,444.2696,z,1,[],[],[],[],[],[],[],444.2696,446.271,446.271,446.2711,[],[],[],[],[],[],[],,446.2712,446.2712,-0.145294732,-0.357731188,0,0,0,,0,62,62,70,1,2,TL,retalive,print,retalive_p.png,2.4806,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,446.2721,446.4707,446.4707,446.971,,,,,,,,,,,,0.8535,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,64,0,446.9713,447.8378,z,1,[],[],[],[],[],[],[],447.8378,449.8378,449.8378,449.8379,[],[],[],[],[],[],[],,449.838,449.838,-0.145294732,-0.357731188,0,0,0,,0,63,63,30,1,2,RL,selamor,print,selamor_p.png,0.8535,,,,,,
,,,,31622,001,2025-11-05_10h50.25.488,HW_LDT_1,2024.2.4,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,449.8387,450.038,450.038,450.5376,,,,,,,,,,,,1.4471,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,65,0,450.538,451.9872,m,1,[],[],[],[],[],[],[],451.9873,453.987,453.987,453.9871,[],[],[],[],[],[],[],,453.9871,453.9872,-0.145294732,-0.357731188,0,0,0,,0,64,64,150,1,2,word,SENTIMENT,cursive,sentiment_c.png,1.4471,,,,,,
