counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,333.2129,333.4118,333.4119,333.9116,,,,,,,,,,,,,,0.9383,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,68,0,333.9121,334.8617,m,1,0.9383,,[],[],[],[],[],[],[],334.8618,336.8617,336.8617,336.8618,[],[],[],[],[],[],[],,336.8618,336.862,0.040335151,-0.389093221,0,0,0,,0,67,67,110,1,4,word,HERITAGE,print,heritage_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,336.8628,337.0617,337.0618,337.5616,,,,,,,,,,,,,,1.2262,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,69,0,337.562,338.7945,m,0,1.2262,,[],[],[],[],[],[],[],338.7945,340.7949,340.7949,340.7951,[],[],[],[],[],[],[],,340.7951,340.7951,0.040335151,-0.389093221,0,0,0,,0,68,68,66,1,4,TL,opmital,print,opmital_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,340.7962,340.9951,340.9951,341.494,,,,,,,,,,,,,,2.5555,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,70,0,341.4943,344.0613,z,0,2.5555,,[],[],[],[],[],[],[],344.0614,346.0611,346.0611,346.0613,[],[],[],[],[],[],[],,346.0614,346.0615,0.040335151,-0.389093221,0,0,0,,0,69,69,128,1,4,word,PACIFIC,cursive,pacific_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,346.0626,346.2611,346.2611,346.7614,,,,,,,,,,,,,,5.7097,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,71,0,346.7618,352.4779,z,0,5.7097,,[],[],[],[],[],[],[],352.478,354.4772,354.4772,354.4774,[],[],[],[],[],[],[],,354.4774,354.4776,0.040335151,-0.389093221,0,0,0,,0,70,70,102,1,4,word,DENSITY,cursive,density_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,354.4786,354.678,354.678,355.1781,,,,,,,,,,,,,,31.0794,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,72,0,355.1785,386.2602,m,1,31.0794,,[],[],[],[],[],[],[],386.2602,388.2476,388.2476,388.2477,[],[],[],[],[],[],[],,388.2478,388.248,0.040335151,-0.389093221,0,0,0,,0,71,71,135,1,4,word,QUALITY,print,quality_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,388.249,388.4436,388.4437,388.9442,,,,,,,,,,,,,,2.3623,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,73,0,388.9447,391.3099,z,0,2.3623,,[],[],[],[],[],[],[],391.3099,393.3108,393.3108,393.311,[],[],[],[],[],[],[],,393.311,393.3111,0.040335151,-0.389093221,0,0,0,,0,72,72,106,1,4,word,ELABORATE,cursive,elaborate_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,393.3119,393.5108,393.5108,394.01,,,,,,,,,,,,,,1.5061,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,74,1,394.0105,395.5266,m,1,1.5061,,[],[],[],[],[],[],[],395.5267,397.5274,397.5275,398.8608,[],[],[],[],[],[],[],m,398.8609,398.861,0.040335151,-0.389093221,0,0,0,,0,73,73,132,1,4,word,PROPOSAL,print,proposal_p.png,1.33,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,398.8618,399.0605,399.0606,399.5607,,,,,,,,,,,,,,1.3087,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,75,0,399.5612,400.8772,m,1,1.3087,,[],[],[],[],[],[],[],400.8772,402.8773,402.8774,402.8775,[],[],[],[],[],[],[],,402.8775,402.8776,0.040335151,-0.389093221,0,0,0,,0,74,74,157,1,4,word,VALIDITY,print,validity_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,402.8787,403.0774,403.0774,403.5765,,,,,,,,,,,,,,1.7762,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,76,0,403.5769,405.3607,m,1,1.7762,,[],[],[],[],[],[],[],405.3607,407.3605,407.3605,407.3607,[],[],[],[],[],[],[],,407.3608,407.3608,0.040335151,-0.389093221,0,0,0,,0,75,75,137,1,4,word,RAPIDLY,cursive,rapidly_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,407.3617,407.5606,407.5607,408.0597,,,,,,,,,,,,,,5.6613,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,77,0,408.06,413.7261,z,1,5.6613,,[],[],[],[],[],[],[],413.7261,415.7272,415.7272,415.7274,[],[],[],[],[],[],[],,415.7274,415.7275,0.040335151,-0.389093221,0,0,0,,0,76,76,28,1,4,RL,mifikary,print,mifikary_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,415.7283,415.9264,415.9264,416.4271,,,,,,,,,,,,,,1.9703,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,78,1,416.4275,418.4093,m,1,1.9703,,[],[],[],[],[],[],[],418.4094,420.4104,420.4104,421.8771,[],[],[],[],[],[],[],z,421.8771,421.8771,0.040335151,-0.389093221,0,0,0,,0,77,77,100,1,4,word,DECADE,cursive,decade_c.png,1.4641,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,421.8778,422.0771,422.0771,422.577,,,,,,,,,,,,,,1.7882,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,79,0,422.5775,424.3772,m,1,1.7882,,[],[],[],[],[],[],[],424.3772,426.3771,426.3771,426.3772,[],[],[],[],[],[],[],,426.3772,426.3773,0.040335151,-0.389093221,0,0,0,,0,78,78,116,1,4,word,MARGINAL,cursive,marginal_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,426.3782,426.5771,426.5772,427.077,,,,,,,,,,,,,,4.2567,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,80,1,427.0774,431.3426,m,1,4.2567,,[],[],[],[],[],[],[],431.3427,433.3437,433.3437,435.8102,[],[],[],[],[],[],[],z,435.8102,437.8765,0.038031006,-0.389960531,0,0,0,space,0,79,79,151,1,4,word,SPECIFIC,cursive,specific_c.png,2.4607,,2.0429,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,437.8772,438.0761,438.0761,438.5763,,,,,,,,,,,,,,1.355,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,81,0,438.5767,439.9436,z,0,1.355,,[],[],[],[],[],[],[],439.9438,441.9425,441.9425,441.9427,[],[],[],[],[],[],[],,441.9428,441.9429,0.038031006,-0.389960531,0,0,0,,0,80,80,92,1,4,word,CATEGORY,cursive,category_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,441.9438,442.1429,442.1431,442.6436,,,,,,,,,,,,,,1.6462,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,82,0,442.6441,444.2924,m,0,1.6462,,[],[],[],[],[],[],[],444.2926,446.2936,446.2937,446.2938,[],[],[],[],[],[],[],,446.2939,446.294,0.038031006,-0.389960531,0,0,0,,0,81,81,77,1,4,TL,spemicen,cursive,spemicen_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,446.295,446.4934,446.4934,446.9932,,,,,,,,,,,,,,1.3208,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,83,0,446.9936,448.3258,z,1,1.3208,,[],[],[],[],[],[],[],448.3258,450.3265,450.3265,450.3267,[],[],[],[],[],[],[],,450.3267,450.3268,0.038031006,-0.389960531,0,0,0,,0,82,82,52,1,4,TL,cagetory,cursive,cagetory_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,450.3278,450.5267,450.5267,451.0267,,,,,,,,,,,,,,1.6233,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,84,0,451.027,452.6596,m,0,1.6233,,[],[],[],[],[],[],[],452.6596,454.66,454.6601,454.6602,[],[],[],[],[],[],[],,454.6602,454.6603,0.038031006,-0.389960531,0,0,0,,0,83,83,63,1,4,TL,miskate,print,miskate_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,454.6612,454.86,454.8601,455.36,,,,,,,,,,,,,,1.1723,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,85,0,455.3604,456.5431,z,1,1.1723,,[],[],[],[],[],[],[],456.5431,458.5434,458.5435,458.5436,[],[],[],[],[],[],[],,458.5436,458.5438,0.038031006,-0.389960531,0,0,0,,0,84,84,1,1,4,RL,afaneur,cursive,afaneur_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,458.5449,458.7423,458.7423,459.2425,,,,,,,,,,,,,,1.9138,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,86,0,459.2429,461.1599,z,1,1.9138,,[],[],[],[],[],[],[],461.1599,463.1598,463.1599,463.16,[],[],[],[],[],[],[],,463.16,463.1601,0.038031006,-0.389960531,0,0,0,,0,85,85,33,1,4,RL,pamest,cursive,pamest_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,463.161,463.3594,463.3594,463.8598,,,,,,,,,,,,,,0.8407,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,87,0,463.8603,464.7093,m,0,0.8407,,[],[],[],[],[],[],[],464.7094,466.7099,466.7099,466.7101,[],[],[],[],[],[],[],,466.7101,466.7103,0.038031006,-0.389960531,0,0,0,,0,86,86,31,1,4,RL,orimipal,print,orimipal_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,466.7114,466.91,466.91,467.4091,,,,,,,,,,,,,,1.1873,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,88,0,467.4096,468.6095,z,1,1.1873,,[],[],[],[],[],[],[],468.6096,470.6089,470.6089,470.6091,[],[],[],[],[],[],[],,470.6091,470.6092,0.038031006,-0.389960531,0,0,0,,0,87,87,41,1,4,RL,rebicent,cursive,rebicent_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,470.6103,470.8096,470.8096,471.3097,,,,,,,,,,,,,,0.8931,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,89,0,471.3102,472.2092,m,1,0.8931,,[],[],[],[],[],[],[],472.2093,474.2091,474.2091,474.2093,[],[],[],[],[],[],[],,474.2093,474.2093,0.038031006,-0.389960531,0,0,0,,0,88,88,147,1,4,word,ROMANTIC,print,romantic_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,474.2102,474.4095,474.4095,474.9097,,,,,,,,,,,,,,1.1784,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,90,0,474.9101,476.0919,z,1,1.1784,,[],[],[],[],[],[],[],476.092,478.0921,478.0922,478.0924,[],[],[],[],[],[],[],,478.0924,478.0925,0.038031006,-0.389960531,0,0,0,,0,89,89,21,1,4,RL,insibate,print,insibate_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,478.0935,478.2928,478.2929,478.793,,,,,,,,,,,,,,1.5218,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,91,0,478.7934,480.3265,m,1,1.5218,,[],[],[],[],[],[],[],480.3265,482.326,482.3261,482.3261,[],[],[],[],[],[],[],,482.3262,482.3263,0.038031006,-0.389960531,0,0,0,,0,90,90,141,1,4,word,RELIGION,print,religion_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,482.3274,482.5265,482.5265,483.0262,,,,,,,,,,,,,,1.1872,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,92,0,483.0267,484.2264,z,1,1.1872,,[],[],[],[],[],[],[],484.2265,486.2262,486.2262,486.2264,[],[],[],[],[],[],[],,486.2264,486.2264,0.038031006,-0.389960531,0,0,0,,0,91,91,61,1,4,TL,lotace,cursive,lotace_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,486.2275,486.4262,486.4263,486.9259,,,,,,,,,,,,,,1.1913,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,93,0,486.9263,488.1251,m,1,1.1913,,[],[],[],[],[],[],[],488.1252,490.1252,490.1252,490.1253,[],[],[],[],[],[],[],,490.1253,490.1253,0.038031006,-0.389960531,0,0,0,,0,92,92,84,1,4,word,BELOVED,print,beloved_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,490.1261,490.3261,490.3261,490.8252,,,,,,,,,,,,,,1.6928,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,94,0,490.8256,492.5263,m,1,1.6928,,[],[],[],[],[],[],[],492.5264,494.5263,494.5264,494.5265,[],[],[],[],[],[],[],,494.5266,494.5267,0.038031006,-0.389960531,0,0,0,,0,93,93,134,1,4,word,QUALIFY,print,qualify_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,494.5277,494.7256,494.7256,495.2259,,,,,,,,,,,,,,1.1381,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,95,1,495.2263,496.3762,z,1,1.1381,,[],[],[],[],[],[],[],496.3762,498.3758,498.3758,500.1262,[],[],[],[],[],[],[],m,500.1263,500.1264,0.038031006,-0.389960531,0,0,0,,0,94,94,11,1,4,RL,clisimal,print,clisimal_p.png,1.7393,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,500.1275,500.3259,500.326,500.8259,,,,,,,,,,,,,,2.0956,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,96,0,500.8262,502.9255,m,0,2.0956,,[],[],[],[],[],[],[],502.9256,504.9256,504.9256,504.9257,[],[],[],[],[],[],[],,504.9257,504.9257,-0.045798272,-0.499982639,0,0,0,,0,95,95,58,1,4,TL,edivent,print,edivent_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,504.9265,505.1259,505.1259,505.6258,,,,,,,,,,,,,,1.015,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,97,0,505.6262,506.6425,m,1,1.015,,[],[],[],[],[],[],[],506.6425,508.6427,508.6428,508.6429,[],[],[],[],[],[],[],,508.6429,508.6431,-0.045798272,-0.499982639,0,0,0,,0,96,96,136,1,4,word,RADICAL,print,radical_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,508.6442,508.8426,508.8427,509.3425,,,,,,,,,,,,,,1.0599,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,98,0,509.3431,510.4082,m,1,1.0599,,[],[],[],[],[],[],[],510.4082,512.4087,512.4088,512.4088,[],[],[],[],[],[],[],,512.4089,512.409,-0.045798272,-0.499982639,0,0,0,,0,97,97,83,1,4,word,ANIMAL,cursive,animal_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,512.41,512.6093,512.6093,513.112,,,,,,,,,,,,,,1.2019,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,99,0,513.1124,514.3258,m,0,1.2019,,[],[],[],[],[],[],[],514.3259,516.3254,516.3255,516.3256,[],[],[],[],[],[],[],,516.3256,516.3257,-0.045798272,-0.499982639,0,0,0,,0,98,98,74,1,4,TL,rerite,print,rerite_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,516.3269,516.5249,516.5249,517.0258,,,,,,,,,,,,,,1.7936,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,100,1,517.026,518.8253,m,0,1.7936,,[],[],[],[],[],[],[],518.8254,520.8258,520.8258,521.9079,[],[],[],[],[],[],[],z,521.908,521.9081,-0.078482123,-0.463407864,0,0,0,,0,99,99,69,1,4,TL,quafily,print,quafily_p.png,1.0765,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,521.9089,522.1089,522.1089,522.6091,,,,,,,,,,,,,,1.726,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,101,0,522.6095,524.3423,z,1,1.726,,[],[],[],[],[],[],[],524.3424,526.3418,526.3419,526.3421,[],[],[],[],[],[],[],,526.3421,526.3422,-0.056018066,-0.469524129,0,0,0,,0,100,100,9,1,4,RL,cafigal,print,cafigal_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,526.3431,526.5424,526.5424,527.0425,,,,,,,,,,,,,,1.396,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,102,0,527.043,528.4413,z,1,1.396,,[],[],[],[],[],[],[],528.4413,530.4416,530.4417,530.4418,[],[],[],[],[],[],[],,530.4418,530.4419,-0.056018066,-0.469524129,0,0,0,,0,101,101,36,1,4,RL,rabigly,cursive,rabigly_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,530.4429,530.6417,530.6417,531.133,,,,,,,,,,,,,,1.6127,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,103,0,531.1333,532.7465,z,1,1.6127,,[],[],[],[],[],[],[],532.7465,534.7414,534.7414,534.7415,[],[],[],[],[],[],[],,534.7415,534.7416,-0.056018066,-0.469524129,0,0,0,,0,102,102,26,1,4,RL,mesibine,cursive,mesibine_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,534.7421,534.9412,534.9412,535.4422,,,,,,,,,,,,,,2.6545,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,104,0,535.4428,538.1087,z,1,2.6545,,[],[],[],[],[],[],[],538.1087,540.1087,540.1088,540.1088,[],[],[],[],[],[],[],,540.1089,540.1089,0.172659709,-0.468605618,0,0,0,,0,103,103,45,1,4,RL,spetisic,cursive,spetisic_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,540.11,540.3088,540.3089,540.8087,,,,,,,,,,,,,,10.2991,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,105,0,540.809,551.1084,,0,,,[0.28235432942708333],[-0.23114251030815972],[1],[0],[0],[10.299099999999612],"[""button_right_main""]",551.1085,553.1088,553.1088,553.1089,[],[],[],[],[],[],[],,553.109,553.1091,0.282354329,-0.23114251,0,0,0,,0,104,104,130,1,4,word,POLICY,cursive,policy_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,553.11,553.3076,553.3076,553.8087,,,,,,,,,,,,,,1.7716,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,106,0,553.8093,555.5921,z,1,1.7716,,[],[],[],[],[],[],[],555.5922,557.5916,557.5916,557.5917,[],[],[],[],[],[],[],,557.5917,557.5919,0.282354329,-0.23114251,0,0,0,,0,105,105,6,1,4,RL,caleberia,cursive,caleberia_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,557.5926,557.7918,557.7918,558.2917,,,,,,,,,,,,,,3.5711,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,107,0,558.2921,561.8743,m,1,3.5711,,[],[],[],[],[],[],[],561.8744,563.8753,563.8754,563.8755,[],[],[],[],[],[],[],,563.8756,563.8758,0.282354329,-0.23114251,0,0,0,,0,106,106,114,1,4,word,LOCATE,cursive,locate_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,563.8767,564.0751,564.0752,564.5752,,,,,,,,,,,,,,1.1462,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,108,0,564.5755,565.725,m,1,1.1462,,[],[],[],[],[],[],[],565.725,567.725,567.7251,567.7253,[],[],[],[],[],[],[],,567.7253,567.7253,0.282354329,-0.23114251,0,0,0,,0,107,107,155,1,4,word,STRATEGY,print,strategy_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,567.7262,567.9252,567.9253,568.425,,,,,,,,,,,,,,1.2256,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,109,0,568.4255,569.6584,z,1,1.2256,,[],[],[],[],[],[],[],569.6585,571.6581,571.6581,571.6583,[],[],[],[],[],[],[],,571.6584,571.6584,0.282354329,-0.23114251,0,0,0,,0,108,108,16,1,4,RL,desifate,cursive,desifate_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,571.6594,571.8572,571.8572,572.3582,,,,,,,,,,,,,,1.1111,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,110,0,572.3586,573.4742,m,0,1.1111,,[],[],[],[],[],[],[],573.4742,575.4741,575.4741,575.4743,[],[],[],[],[],[],[],,575.4743,575.4744,0.282354329,-0.23114251,0,0,0,,0,109,109,2,1,4,RL,asiral,cursive,asiral_c.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,575.4754,575.6747,575.6748,576.1749,,,,,,,,,,,,,,0.9956,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,111,0,576.1753,577.1743,z,1,0.9956,,[],[],[],[],[],[],[],577.1743,579.1745,579.1745,579.1746,[],[],[],[],[],[],[],,579.1747,579.1747,0.282354329,-0.23114251,0,0,0,,0,110,110,7,1,4,RL,casena,print,casena_p.png,,,,,,
,,,,32127,001,2025-10-16_16h07.17.515,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,579.1755,579.3747,579.3747,579.8746,,,,,,,,,,,,,,1.8478,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,112,0,579.875,581.7242,m,0,1.8478,,[],[],[],[],[],[],[],581.7243,583.724,583.724,583.7242,[],[],[],[],[],[],[],,583.7243,583.7244,0.282354329,-0.23114251,0,0,0,,0,111,111,57,1,4,TL,etidor,print,etidor_p.png,,,,,,
