counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,464.5965,464.7951,464.7951,465.2952,,,,,,,,,,,,,,2.4432,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,73,0,465.2957,467.7452,z,1,2.4432,,[],[],[],[],[],[],[],467.7452,469.745,469.745,469.7452,[],[],[],[],[],[],[],,469.7452,469.7453,0.071234868,-0.385435086,0,0,0,,0,72,72,10,1,1,RL,efibor,cursive,efibor_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,469.7464,469.9445,469.9445,470.445,,,,,,,,,,,,,,1.0074,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,74,0,470.4455,471.4618,z,1,1.0074,,[],[],[],[],[],[],[],471.4619,473.4612,473.4613,473.4614,[],[],[],[],[],[],[],,473.4614,473.4614,0.071234868,-0.385435086,0,0,0,,0,73,73,21,1,1,RL,opcifal,print,opcifal_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,473.4621,473.6617,473.6618,474.1616,,,,,,,,,,,,,,2.0412,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,75,0,474.1623,476.2113,z,1,2.0412,,[],[],[],[],[],[],[],476.2115,478.2113,478.2115,478.2116,[],[],[],[],[],[],[],,478.2117,478.2117,0.071234868,-0.385435086,0,0,0,,0,74,74,64,1,1,TL,orepator,cursive,orepator_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,478.2128,478.4114,478.4115,478.9112,,,,,,,,,,,,,,1.7613,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,76,0,478.9117,480.6781,z,0,1.7613,,[],[],[],[],[],[],[],480.6782,482.6779,482.678,482.6782,[],[],[],[],[],[],[],,482.6782,482.6783,0.071234868,-0.385435086,0,0,0,,0,75,75,125,1,1,word,OPERATOR,cursive,operator_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,482.6794,482.8779,482.8779,483.3778,,,,,,,,,,,,,,1.647,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,77,0,483.3783,485.0278,z,0,1.647,,[],[],[],[],[],[],[],485.0279,487.0276,487.0276,487.0278,[],[],[],[],[],[],[],,487.0279,487.028,0.071234868,-0.385435086,0,0,0,,0,76,76,111,1,1,word,INDICATE,cursive,indicate_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,487.029,487.2278,487.2278,487.7276,,,,,,,,,,,,,,3.0635,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,78,0,487.7282,490.7943,z,1,3.0635,,[],[],[],[],[],[],[],490.7944,492.7942,492.7942,492.7943,[],[],[],[],[],[],[],,492.7944,492.7944,0.071234868,-0.385435086,0,0,0,,0,77,77,75,1,1,TL,speficic,cursive,speficic_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,492.7957,492.994,492.994,493.494,,,,,,,,,,,,,,2.1643,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,79,0,493.4947,495.6606,z,1,2.1643,,[],[],[],[],[],[],[],495.6608,497.6606,497.6606,497.6608,[],[],[],[],[],[],[],,497.6608,497.6609,0.071234868,-0.385435086,0,0,0,,0,78,78,54,1,1,TL,distupe,cursive,distupe_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,497.6621,497.8605,497.8606,498.3605,,,,,,,,,,,,,,2.1082,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,80,0,498.361,500.4766,m,1,2.1082,,[],[],[],[],[],[],[],500.4767,502.4762,502.4762,502.4764,[],[],[],[],[],[],[],,502.4764,574.2249,0.071234868,-0.385435086,1,0,0,,0,79,79,119,1,1,word,MEMORY,cursive,memory_c.png,,,break_done_button,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,574.2269,574.4244,574.4244,574.9242,,,,,,,,,,,,,,1.3202,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,81,0,574.9251,576.2574,m,1,1.3202,,[],[],[],[],[],[],[],576.2575,578.2573,578.2574,578.2576,[],[],[],[],[],[],[],,578.2576,578.2577,0.071234868,-0.385435086,0,0,0,,0,80,80,91,1,1,word,CARDINAL,print,cardinal_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,578.2586,578.4574,578.4574,578.9574,,,,,,,,,,,,,,1.0205,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,82,1,578.9579,579.9907,z,1,1.0205,,[],[],[],[],[],[],[],579.9908,581.9906,581.9906,583.3901,[],[],[],[],[],[],[],m,583.3902,583.3903,0.071234868,-0.385435086,0,0,0,,0,81,81,34,1,1,RL,samite,print,samite_p.png,1.3868,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,583.3913,583.5907,583.5907,584.0905,,,,,,,,,,,,,,1.5475,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,83,0,584.091,585.6405,m,1,1.5475,,[],[],[],[],[],[],[],585.6405,587.6394,587.6395,587.6396,[],[],[],[],[],[],[],,587.6397,587.6397,0.071234868,-0.385435086,0,0,0,,0,82,82,96,1,1,word,CONSIDER,cursive,consider_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,587.6408,587.8403,587.8404,588.3397,,,,,,,,,,,,,,0.7211,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,84,0,588.3402,589.0736,m,1,0.7211,,[],[],[],[],[],[],[],589.0737,591.0734,591.0736,591.0737,[],[],[],[],[],[],[],,591.0737,591.0738,0.071234868,-0.385435086,0,0,0,,0,83,83,95,1,1,word,COMEDY,cursive,comedy_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,591.0747,591.2735,591.2735,591.7735,,,,,,,,,,,,,,0.6539,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,85,0,591.774,592.4402,m,1,0.6539,,[],[],[],[],[],[],[],592.4403,594.4401,594.4401,594.4402,[],[],[],[],[],[],[],,594.4402,594.4404,0.071234868,-0.385435086,0,0,0,,0,84,84,138,1,1,word,REFUSAL,print,refusal_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,594.4414,594.64,594.64,595.14,,,,,,,,,,,,,,0.7815,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,86,0,595.1405,595.9233,z,1,0.7815,,[],[],[],[],[],[],[],595.9233,597.9232,597.9233,597.9234,[],[],[],[],[],[],[],,597.9235,597.9235,0.071234868,-0.385435086,0,0,0,,0,85,85,29,1,1,RL,refakive,cursive,refakive_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,597.9245,598.1232,598.1233,598.6232,,,,,,,,,,,,,,0.727,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,87,0,598.6238,599.3565,m,1,0.727,,[],[],[],[],[],[],[],599.3566,601.3565,601.3565,601.3566,[],[],[],[],[],[],[],,601.3567,601.3567,0.071234868,-0.385435086,0,0,0,,0,86,86,107,1,1,word,EVIDENT,print,evident_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,601.3578,601.5565,601.5565,602.0565,,,,,,,,,,,,,,0.5944,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,88,0,602.0569,602.6565,m,1,0.5944,,[],[],[],[],[],[],[],602.6566,604.6561,604.6562,604.6563,[],[],[],[],[],[],[],,604.6563,604.6564,0.071234868,-0.385435086,0,0,0,,0,87,87,85,1,1,word,BENEFIT,print,benefit_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,604.6575,604.8562,604.8563,605.3562,,,,,,,,,,,,,,0.6039,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,89,1,605.3568,605.973,m,1,0.6039,,[],[],[],[],[],[],[],605.9731,607.9729,607.9729,609.7886,[],[],[],[],[],[],[],m,609.7888,609.7889,0.071234868,-0.385435086,0,0,0,,0,88,88,153,1,1,word,STOLEN,print,stolen_p.png,1.8123,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,609.79,609.9894,609.9895,610.4894,,,,,,,,,,,,,,3.6262,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,90,0,610.49,614.1216,z,1,3.6262,,[],[],[],[],[],[],[],614.1217,616.1227,616.1228,616.123,[],[],[],[],[],[],[],,616.123,616.1231,0.071234868,-0.385435086,0,0,0,,0,89,89,38,1,1,RL,stopave,cursive,stopave_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,616.1243,616.3223,616.3224,616.8215,,,,,,,,,,,,,,1.2805,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,91,0,616.8232,618.1053,z,1,1.2805,,[],[],[],[],[],[],[],618.1054,620.1061,620.1062,620.1065,[],[],[],[],[],[],[],,620.1066,620.1068,0.071234868,-0.385435086,0,0,0,,0,90,90,26,1,1,RL,quafidy,cursive,quafidy_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,620.1092,620.3057,620.3058,620.8057,,,,,,,,,,,,,,1.0043,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,92,0,620.8065,621.8216,z,1,1.0043,,[],[],[],[],[],[],[],621.8217,623.8224,623.8224,623.8225,[],[],[],[],[],[],[],,623.8226,623.8226,0.071234868,-0.385435086,0,0,0,,0,91,91,55,1,1,TL,fornute,print,fornute_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,623.8236,624.0214,624.0214,624.5223,,,,,,,,,,,,,,1.545,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,93,0,624.5229,626.0741,z,1,1.545,,[],[],[],[],[],[],[],626.0742,628.072,628.072,628.0723,[],[],[],[],[],[],[],,628.0724,628.0724,0.071234868,-0.385435086,0,0,0,,0,92,92,25,1,1,RL,quakity,cursive,quakity_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,628.0737,628.2721,628.2721,628.7715,,,,,,,,,,,,,,0.9225,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,94,1,628.7721,629.7053,m,1,0.9225,,[],[],[],[],[],[],[],629.7054,631.7046,631.7047,632.9052,[],[],[],[],[],[],[],m,632.9053,632.9054,0.071234868,-0.385435086,0,0,0,,0,93,93,142,1,1,word,REMOTE,print,remote_p.png,1.197,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,632.9065,633.1052,633.1052,633.6051,,,,,,,,,,,,,,1.5798,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,95,0,633.6056,635.1884,z,1,1.5798,,[],[],[],[],[],[],[],635.1884,637.1884,637.1885,637.1886,[],[],[],[],[],[],[],,637.1887,637.1887,0.071234868,-0.385435086,0,0,0,,0,94,94,33,1,1,RL,recile,cursive,recile_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,637.1897,637.3883,637.3883,637.8883,,,,,,,,,,,,,,1.5735,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,96,1,637.8889,639.4716,z,0,1.5735,,[],[],[],[],[],[],[],639.4717,641.4715,641.4715,643.9043,[],[],[],[],[],[],[],z,643.9045,643.9046,0.071234868,-0.385435086,0,0,0,,0,95,95,102,1,1,word,DENSITY,cursive,density_c.png,2.4319,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,643.9059,644.1048,644.1048,644.6047,,,,,,,,,,,,,,1.4284,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,97,0,644.6052,646.0376,z,1,1.4284,,[],[],[],[],[],[],[],646.0376,648.0379,648.038,648.0381,[],[],[],[],[],[],[],,648.0381,648.0382,0.071234868,-0.385435086,0,0,0,,0,96,96,39,1,1,RL,vabifity,cursive,vabifity_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,648.0393,648.238,648.238,648.737,,,,,,,,,,,,,,1.1213,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,98,0,648.7375,649.8713,z,1,1.1213,,[],[],[],[],[],[],[],649.8713,651.8711,651.8711,651.8713,[],[],[],[],[],[],[],,651.8714,651.8714,0.071234868,-0.385435086,0,0,0,,0,97,97,72,1,1,TL,remuse,print,remuse_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,651.8725,652.071,652.0711,652.571,,,,,,,,,,,,,,0.6074,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,99,0,652.5717,653.1878,m,1,0.6074,,[],[],[],[],[],[],[],653.1879,655.1876,655.1876,655.1878,[],[],[],[],[],[],[],,655.1878,655.1879,0.071234868,-0.385435086,0,0,0,,0,98,98,121,1,1,word,MISTAKE,print,mistake_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,655.1889,655.3876,655.3876,655.8876,,,,,,,,,,,,,,1.5587,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,100,0,655.888,657.4543,m,1,1.5587,,[],[],[],[],[],[],[],657.4544,659.4541,659.4541,659.4543,[],[],[],[],[],[],[],,659.4544,659.4544,0.071234868,-0.385435086,0,0,0,,0,99,99,150,1,1,word,SENTIMENT,cursive,sentiment_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,659.4555,659.6542,659.6542,660.154,,,,,,,,,,,,,,2.8713,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,101,0,660.1546,663.0366,m,1,2.8713,,[],[],[],[],[],[],[],663.0367,665.0372,665.0373,665.0374,[],[],[],[],[],[],[],,665.0374,665.0375,0.071234868,-0.385435086,0,0,0,,0,100,100,135,1,1,word,QUALITY,cursive,quality_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,665.0386,665.2372,665.2372,665.7372,,,,,,,,,,,,,,1.2064,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,102,0,665.7376,666.954,m,1,1.2064,,[],[],[],[],[],[],[],666.954,668.9532,668.9533,668.9534,[],[],[],[],[],[],[],,668.9535,668.9535,0.071234868,-0.385435086,0,0,0,,0,101,101,132,1,1,word,PROPOSAL,cursive,proposal_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,668.9544,669.1536,669.1537,669.6538,,,,,,,,,,,,,,2.3886,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,103,0,669.6543,672.0534,z,0,2.3886,,[],[],[],[],[],[],[],672.0535,674.0535,674.0536,674.0537,[],[],[],[],[],[],[],,674.0538,674.0538,0.071234868,-0.385435086,0,0,0,,0,102,102,103,1,1,word,DISPUTE,cursive,dispute_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,674.055,674.253,674.253,674.7535,,,,,,,,,,,,,,0.7033,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,104,1,674.754,675.4699,m,1,0.7033,,[],[],[],[],[],[],[],675.47,677.4699,677.47,678.7034,[],[],[],[],[],[],[],m,678.7035,678.7035,0.071234868,-0.385435086,0,0,0,,0,103,103,145,1,1,word,RESUME,print,resume_p.png,1.2318,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,678.7046,678.9032,678.9032,679.4033,,,,,,,,,,,,,,2.0537,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,105,0,679.4038,681.4694,z,1,2.0537,,[],[],[],[],[],[],[],681.4695,683.4698,683.4698,683.47,[],[],[],[],[],[],[],,683.47,683.4701,0.071234868,-0.385435086,0,0,0,,0,104,104,0,1,1,RL,abanemy,cursive,abanemy_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,683.4713,683.6698,683.6698,684.1697,,,,,,,,,,,,,,1.5064,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,106,0,684.1702,685.6865,z,1,1.5064,,[],[],[],[],[],[],[],685.6866,687.6864,687.6864,687.6865,[],[],[],[],[],[],[],,687.6867,687.6867,0.071234868,-0.385435086,0,0,0,,0,105,105,77,1,1,TL,tritube,cursive,tritube_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,687.6876,687.8862,687.8862,688.3853,,,,,,,,,,,,,,1.4387,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,107,1,688.3855,689.8364,z,1,1.4387,,[],[],[],[],[],[],[],689.8365,691.8362,691.8364,693.2862,[],[],[],[],[],[],[],z,693.2864,693.2865,0.071234868,-0.385435086,0,0,0,,0,106,106,59,1,1,TL,lirebal,cursive,lirebal_c.png,1.4394,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,693.2876,693.4862,693.4862,693.9856,,,,,,,,,,,,,,0.704,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,108,0,693.9862,694.7028,m,1,0.704,,[],[],[],[],[],[],[],694.7029,696.7027,696.7027,696.7028,[],[],[],[],[],[],[],,696.7029,696.703,0.071234868,-0.385435086,0,0,0,,0,107,107,100,1,1,word,DECADE,print,decade_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,696.704,696.9026,696.9026,697.4026,,,,,,,,,,,,,,0.632,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,109,0,697.4032,698.036,m,1,0.632,,[],[],[],[],[],[],[],698.0361,700.0358,700.0359,700.036,[],[],[],[],[],[],[],,700.0361,700.0361,0.071234868,-0.385435086,0,0,0,,0,108,108,89,1,1,word,CAPACITY,print,capacity_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,700.0371,700.2358,700.2358,700.7358,,,,,,,,,,,,,,0.8141,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,110,1,700.7363,701.5525,m,1,0.8141,,[],[],[],[],[],[],[],701.5525,703.5518,703.5519,704.7029,[],[],[],[],[],[],[],z,704.703,704.7031,0.071234868,-0.385435086,0,0,0,,0,109,109,147,1,1,word,ROMANTIC,cursive,romantic_c.png,1.15,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,704.7053,704.9025,704.9026,705.4016,,,,,,,,,,,,,,2.6228,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,111,0,705.4023,708.0356,z,0,2.6228,,[],[],[],[],[],[],[],708.0358,710.0354,710.0354,710.0357,[],[],[],[],[],[],[],,710.0357,710.0358,0.071234868,-0.385435086,0,0,0,,0,110,110,87,1,1,word,CAFETERIA,cursive,cafeteria_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,710.037,710.2351,710.2351,710.7354,,,,,,,,,,,,,,0.6207,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,112,0,710.7359,711.3687,m,1,0.6207,,[],[],[],[],[],[],[],711.3688,713.3686,713.3687,713.3688,[],[],[],[],[],[],[],,713.3688,713.3689,0.071234868,-0.385435086,0,0,0,,0,111,111,99,1,1,word,DEBATE,print,debate_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,713.37,713.5686,713.5687,714.0686,,,,,,,,,,,,,,0.6152,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,113,0,714.069,714.6853,m,1,0.6152,,[],[],[],[],[],[],[],714.6854,716.6853,716.6853,716.6854,[],[],[],[],[],[],[],,716.6855,716.6856,0.071234868,-0.385435086,0,0,0,,0,112,112,133,1,1,word,PROVIDE,print,provide_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,716.6867,716.8852,716.8852,717.3852,,,,,,,,,,,,,,0.5938,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,114,0,717.3856,717.9852,m,1,0.5938,,[],[],[],[],[],[],[],717.9853,719.985,719.985,719.9852,[],[],[],[],[],[],[],,719.9852,719.9854,0.071234868,-0.385435086,0,0,0,,0,113,113,139,1,1,word,REGULAR,print,regular_p.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,719.9868,720.185,720.1851,720.6848,,,,,,,,,,,,,,1.8711,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,115,0,720.6852,722.5684,z,1,1.8711,,[],[],[],[],[],[],[],722.5685,724.5682,724.5682,724.5684,[],[],[],[],[],[],[],,724.5684,724.5685,0.071234868,-0.385435086,0,0,0,,0,114,114,3,1,1,RL,casena,cursive,casena_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,724.5696,724.7682,724.7682,725.2681,,,,,,,,,,,,,,1.1765,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,116,0,725.2686,726.4515,z,1,1.1765,,[],[],[],[],[],[],[],726.4516,728.4513,728.4515,728.4516,[],[],[],[],[],[],[],,728.4516,728.4516,0.071234868,-0.385435086,0,0,0,,0,115,115,76,1,1,TL,stragety,cursive,stragety_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,728.4532,728.6512,728.6512,729.1514,,,,,,,,,,,,,,1.0898,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,117,0,729.1518,730.2515,m,1,1.0898,,[],[],[],[],[],[],[],730.2516,732.2512,732.2513,732.2515,[],[],[],[],[],[],[],,732.2515,732.2516,0.071234868,-0.385435086,0,0,0,,0,116,116,152,1,1,word,SPECIMEN,cursive,specimen_c.png,,,,,
,,,,31788,001,2025-10-16_22h14.21.983,HW_LDT_1,2024.2.4,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,732.2526,732.4512,732.4512,732.9506,,,,,,,,,,,,,,0.8392,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,118,1,732.9511,733.8013,m,1,0.8392,,[],[],[],[],[],[],[],733.8015,735.8011,735.8011,736.9178,[],[],[],[],[],[],[],z,736.9179,736.918,0.071234868,-0.385435086,0,0,0,,0,117,117,146,1,1,word,RETIRE,cursive,retire_c.png,1.1048,,,,
